recommended_titles,# movies
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Lion King, The (1994)']",208
"['Aladdin (1992)', 'Fargo (1996)', 'Shrek (2001)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",165
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",56
"['Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",40
[],728
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)']",54
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)']",94
"['Pulp Fiction (1994)', 'Saving Private Ryan (1998)', 'Sixth Sense, The (1999)']",103
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",232
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",20
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Saving Private Ryan (1998)', 'True Lies (1994)', 'Speed (1994)']",411
"['Pulp Fiction (1994)', 'Fargo (1996)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)']",443
"['Forrest Gump (1994)', 'American Beauty (1999)', 'True Lies (1994)', 'Speed (1994)', 'Beauty and the Beast (1991)', 'Groundhog Day (1993)', 'Good Will Hunting (1997)', 'Titanic (1997)', 'Pretty Woman (1990)', 'Beautiful Mind, A (2001)', 'Twister (1996)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]",21
"[""Schindler's List (1993)""]",2478
"['Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)']",763
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Fargo (1996)', 'Lion King, The (1994)']",101
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",135
"['Shawshank Redemption, The (1994)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",943
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",100
"['Groundhog Day (1993)', 'Monty Python and the Holy Grail (1975)']",221
"['Apollo 13 (1995)', 'Fargo (1996)', 'Lion King, The (1994)']",1115
"['Forrest Gump (1994)', 'Fight Club (1999)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",187
"['Princess Bride, The (1987)']",831
"[""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",37
[],1302
